Inventory of Planned Generators as of December 2019,,,,,,,,,,,,,,,,,,,,,,
Entity ID,Entity Name,Plant ID,Plant Name,Sector,Plant State,Generator ID,Unit Code,Nameplate Capacity (MW),Net Summer Capacity (MW),Net Winter Capacity (MW),Technology,Energy Source Code,Prime Mover Code,Planned Operation Month,Planned Operation Year,Status,County,Latitude,Longitude,Google Map,Bing Map,Balancing Authority Code
1752,Biola University,54296,Biola University Hybrid,Commercial CHP,CA,EG-1H,,1.5,1.5,1.5,Natural Gas Internal Combustion Engine,NG,IC,6,2020,"(P) Planned for installation, but regulatory approvals not initiated",Los Angeles,33.906953,-118.013100,Map,Map,CISO
1752,Biola University,54296,Biola University Hybrid,Commercial CHP,CA,EG-2H,,1.5,1.5,1.5,Natural Gas Internal Combustion Engine,NG,IC,6,2020,"(P) Planned for installation, but regulatory approvals not initiated",Los Angeles,33.906953,-118.013100,Map,Map,CISO
56167,"Imperial Valley Solar, LLC",56917,"Imperial Valley Solar, LLC",IPP Non-CHP,CA,2,,400.0,400.0,400.0,Solar Photovoltaic,SUN,PV,6,2020,(L) Regulatory approvals pending. Not under construction,Imperial,32.671099,-115.587300,Map,Map,CISO
59272,"41MB 8me, LLC",59531,Borden Solar Farm,IPP Non-CHP,CA,BRDN,,50.0,50.0,50.0,Solar Photovoltaic,SUN,PV,6,2020,"(P) Planned for installation, but regulatory approvals not initiated",Madera,36.941111,-119.960000,Map,Map,CISO
59357,Navasota Energy Generation Holdings,59615,Clear Springs Energy Center,IPP Non-CHP,TX,CTG-1,,183.0,178.0,193.0,Natural Gas Fired Combustion Turbine,NG,GT,6,2020,"(P) Planned for installation, but regulatory approvals not initiated",Guadalupe,29.650556,-98.012220,Map,Map,ERCO
59357,Navasota Energy Generation Holdings,59615,Clear Springs Energy Center,IPP Non-CHP,TX,CTG-2,,183.0,177.0,193.0,Natural Gas Fired Combustion Turbine,NG,GT,6,2020,"(P) Planned for installation, but regulatory approvals not initiated",Guadalupe,29.650556,-98.012220,Map,Map,ERCO
59357,Navasota Energy Generation Holdings,59615,Clear Springs Energy Center,IPP Non-CHP,TX,CTG-3,,183.0,177.0,193.0,Natural Gas Fired Combustion Turbine,NG,GT,6,2020,"(P) Planned for installation, but regulatory approvals not initiated",Guadalupe,29.650556,-98.012220,Map,Map,ERCO
59357,Navasota Energy Generation Holdings,59616,Union Valley Energy Center,IPP Non-CHP,TX,CTG-1,,183.0,178.0,192.0,Natural Gas Fired Combustion Turbine,NG,GT,6,2020,"(P) Planned for installation, but regulatory approvals not initiated",Wilson,29.296389,-97.832500,Map,Map,ERCO
59357,Navasota Energy Generation Holdings,59616,Union Valley Energy Center,IPP Non-CHP,TX,CTG-2,,183.0,178.0,192.0,Natural Gas Fired Combustion Turbine,NG,GT,6,2020,"(P) Planned for installation, but regulatory approvals not initiated",Wilson,29.296389,-97.832500,Map,Map,ERCO
59357,Navasota Energy Generation Holdings,59616,Union Valley Energy Center,IPP Non-CHP,TX,CTG-3,,183.0,178.0,192.0,Natural Gas Fired Combustion Turbine,NG,GT,6,2020,"(P) Planned for installation, but regulatory approvals not initiated",Wilson,29.296389,-97.832500,Map,Map,ERCO
59357,Navasota Energy Generation Holdings,59617,Van Alstyne Energy Center,IPP Non-CHP,TX,CTG-1,,183.0,177.0,192.0,Natural Gas Fired Combustion Turbine,NG,GT,6,2020,"(P) Planned for installation, but regulatory approvals not initiated",Grayson,33.416111,-96.540280,Map,Map,ERCO
59357,Navasota Energy Generation Holdings,59617,Van Alstyne Energy Center,IPP Non-CHP,TX,CTG-2,,183.0,177.0,192.0,Natural Gas Fired Combustion Turbine,NG,GT,6,2020,"(P) Planned for installation, but regulatory approvals not initiated",Grayson,33.416111,-96.540280,Map,Map,ERCO
59357,Navasota Energy Generation Holdings,59617,Van Alstyne Energy Center,IPP Non-CHP,TX,CTG-3,,183.0,177.0,192.0,Natural Gas Fired Combustion Turbine,NG,GT,6,2020,"(P) Planned for installation, but regulatory approvals not initiated",Grayson,33.416111,-96.540280,Map,Map,ERCO
58970,"Ecoplexus, Inc",60003,Willoughby PV1,IPP Non-CHP,NC,WILL1,,20.0,20.0,20.0,Solar Photovoltaic,SUN,PV,6,2020,(L) Regulatory approvals pending. Not under construction,Harnett,35.354681,-78.645130,Map,Map,DUK
59844,"Blythe Solar III, LLC",60094,"Blythe Solar III, LLC",IPP Non-CHP,CA,BLCK1,,31.2,31.2,31.2,Solar Photovoltaic,SUN,PV,6,2020,"(U) Under construction, less than or equal to 50 percent complete",Riverside,33.656000,-114.742000,Map,Map,CISO
59845,"Blythe Solar IV, LLC",60095,"Blythe Solar IV, LLC",IPP Non-CHP,CA,BLCK1,,31.2,31.2,31.2,Solar Photovoltaic,SUN,PV,6,2020,"(U) Under construction, less than or equal to 50 percent complete",Riverside,33.682000,-114.768000,Map,Map,CISO
61060,Cypress Creek Renewables,60160,Tate Solar,IPP Non-CHP,NC,PV1,,5.0,5.0,5.0,Solar Photovoltaic,SUN,PV,6,2020,(T) Regulatory approvals received. Not under construction,Nash,36.066109,-78.029610,Map,Map,DUK
17609,Southern California Edison Co,60699,DESI-1 Battery Energy Storage Facility,Electric Utility,CA,DESI1,,2.4,2.4,2.4,Batteries,MWH,BA,6,2020,"(TS) Construction complete, but not yet in commercial operation",Orange,33.799248,-117.873400,Map,Map,CISO
11241,Entergy Louisiana LLC,60927,Lake Charles Power,Electric Utility,LA,1A,PB01,250.0,250.0,250.0,Natural Gas Fired Combined Cycle,NG,CT,6,2020,"(V) Under construction, more than 50 percent complete",Calcasieu,30.272631,-93.299060,Map,Map,MISO
11241,Entergy Louisiana LLC,60927,Lake Charles Power,Electric Utility,LA,1B,PB01,250.0,250.0,250.0,Natural Gas Fired Combined Cycle,NG,CT,6,2020,"(V) Under construction, more than 50 percent complete",Calcasieu,30.272631,-93.299060,Map,Map,MISO
11241,Entergy Louisiana LLC,60927,Lake Charles Power,Electric Utility,LA,1C,PB01,500.0,500.0,500.0,Natural Gas Fired Combined Cycle,NG,CA,6,2020,"(V) Under construction, more than 50 percent complete",Calcasieu,30.272631,-93.299060,Map,Map,MISO
63074,Scout Clean Energy LLC,61032,Heart of Texas Wind Project,IPP Non-CHP,TX,HTX,,160.0,160.0,160.0,Onshore Wind Turbine,WND,WT,6,2020,"(U) Under construction, less than or equal to 50 percent complete",McCulloch,31.242177,-99.421270,Map,Map,ERCO
58135,Ecos Energy LLC,61037,Apple Hill Solar,IPP Non-CHP,VT,APPL,,2.0,2.0,3.0,Solar Photovoltaic,SUN,PV,6,2020,"(U) Under construction, less than or equal to 50 percent complete",Bennington,42.907700,-73.204100,Map,Map,ISNE
58135,Ecos Energy LLC,61038,Weybridge 1 Solar,IPP Non-CHP,VT,WEY1,,3.0,3.0,3.0,Solar Photovoltaic,SUN,PV,6,2020,"(P) Planned for installation, but regulatory approvals not initiated",Addison,44.074000,-73.229300,Map,Map,ISNE
60986,"Imperial Valley Solar 2, LLC",61353,Mount Signal Solar 2,IPP Non-CHP,CA,IVS2,,153.5,153.5,153.5,Solar Photovoltaic,SUN,PV,6,2020,"(TS) Construction complete, but not yet in commercial operation",Imperial,32.668500,-115.629200,Map,Map,CISO
61118,"Ameresco, Inc - Candlewood",61517,Candlewood Solar,IPP Non-CHP,CT,CANDL,,25.0,25.0,25.0,Solar Photovoltaic,SUN,PV,6,2020,"(P) Planned for installation, but regulatory approvals not initiated",Litchfield,41.572500,-73.453890,Map,Map,ISNE
61466,"Bakersfield Fuel Cell 1, LLC",61845,Bolthouse Farms Fuel Cell,IPP CHP,CA,MM28,,2.5,2.5,2.5,Other Natural Gas,NG,FC,6,2020,"(U) Under construction, less than or equal to 50 percent complete",Kern,35.355114,-118.928100,Map,Map,CISO
61466,"Bakersfield Fuel Cell 1, LLC",61845,Bolthouse Farms Fuel Cell,IPP CHP,CA,MM29,,2.5,2.5,2.5,Other Natural Gas,NG,FC,6,2020,"(U) Under construction, less than or equal to 50 percent complete",Kern,35.355114,-118.928100,Map,Map,CISO
59474,BQ Energy LLC,61910,Yeoman Creek,IPP Non-CHP,IL,YEOM,,8.8,8.8,8.8,Solar Photovoltaic,SUN,PV,6,2020,(L) Regulatory approvals pending. Not under construction,Lake,42.391136,-87.849410,Map,Map,MISO
61521,"Pegasus Wind, LLC",61916,Pegasus Wind,IPP Non-CHP,MI,PWEC,,150.0,150.0,150.0,Onshore Wind Turbine,WND,WT,6,2020,"(U) Under construction, less than or equal to 50 percent complete",Tuscola,43.452003,-83.507210,Map,Map,MISO
61524,226HC 8me LLC,61962,Holstein 1 Solar Farm,IPP Non-CHP,TX,HSF01,,200.0,200.0,200.0,Solar Photovoltaic,SUN,PV,6,2020,"(V) Under construction, more than 50 percent complete",Nolan,32.104125,-100.162400,Map,Map,ERCO
62803,Cove Mountain Solar 2 LLC,62470,Cove Mountain Solar 2,IPP Non-CHP,UT,GEN01,,122.0,122.0,122.0,Solar Photovoltaic,SUN,PV,6,2020,"(U) Under construction, less than or equal to 50 percent complete",Iron,37.638602,-113.637100,Map,Map,PACE
61610,"Delaware River Solar, LLC",62520,State Route 64N Community Solar Farm,IPP Non-CHP,NY,1089,,1.2,1.2,1.2,Solar Photovoltaic,SUN,PV,6,2020,(T) Regulatory approvals received. Not under construction,Ontario,42.915000,-77.454000,Map,Map,NYIS
61610,"Delaware River Solar, LLC",62523,Route 5 & 20 Community Solar Farm,IPP Non-CHP,NY,1093,,2.3,2.3,2.3,Solar Photovoltaic,SUN,PV,6,2020,(L) Regulatory approvals pending. Not under construction,Ontario,42.899000,-77.461000,Map,Map,NYIS
62091,Derby Fuel Cell LLC,62588,Derby Fuel Cell,IPP Non-CHP,CT,MM45,,2.8,2.8,2.8,Other Natural Gas,NG,FC,6,2020,"(P) Planned for installation, but regulatory approvals not initiated",New Haven,41.325000,-73.099170,Map,Map,ISNE
62091,Derby Fuel Cell LLC,62588,Derby Fuel Cell,IPP Non-CHP,CT,MM46,,2.8,2.8,2.8,Other Natural Gas,NG,FC,6,2020,"(P) Planned for installation, but regulatory approvals not initiated",New Haven,41.325000,-73.099170,Map,Map,ISNE
56769,Consolidated Edison Development Inc.,62681,CED Champaign Solar LLC,IPP Non-CHP,IL,CSIL,,1.6,1.6,1.6,Solar Photovoltaic,SUN,PV,6,2020,(T) Regulatory approvals received. Not under construction,Champaign,40.138283,-88.291250,Map,Map,MISO
59474,BQ Energy LLC,62737,West Valley West,IPP Non-CHP,NY,WVW,,5.0,5.0,5.0,Solar Photovoltaic,SUN,PV,6,2020,(L) Regulatory approvals pending. Not under construction,Cattaraugus,42.442927,-78.632140,Map,Map,NYIS
59474,BQ Energy LLC,62738,West Valley East,IPP Non-CHP,NY,WVE,,5.0,5.0,5.0,Solar Photovoltaic,SUN,PV,6,2020,(L) Regulatory approvals pending. Not under construction,Cattaraugus,42.443632,-78.632130,Map,Map,NYIS
62661,"Lock 12 Hydro Partners, LLC",62747,Ravenna Hydroelectric Project,IPP Non-CHP,KY,1,,0.5,0.5,0.5,Conventional Hydroelectric,WAT,HY,6,2020,"(V) Under construction, more than 50 percent complete",Estill,37.677484,-83.948550,Map,Map,PJM
62661,"Lock 12 Hydro Partners, LLC",62747,Ravenna Hydroelectric Project,IPP Non-CHP,KY,2,,0.5,0.5,0.5,Conventional Hydroelectric,WAT,HY,6,2020,"(V) Under construction, more than 50 percent complete",Estill,37.677484,-83.948550,Map,Map,PJM
62661,"Lock 12 Hydro Partners, LLC",62747,Ravenna Hydroelectric Project,IPP Non-CHP,KY,3,,0.5,0.5,0.5,Conventional Hydroelectric,WAT,HY,6,2020,"(V) Under construction, more than 50 percent complete",Estill,37.677484,-83.948550,Map,Map,PJM
62661,"Lock 12 Hydro Partners, LLC",62747,Ravenna Hydroelectric Project,IPP Non-CHP,KY,4,,0.5,0.5,0.5,Conventional Hydroelectric,WAT,HY,6,2020,"(V) Under construction, more than 50 percent complete",Estill,37.677484,-83.948550,Map,Map,PJM
62661,"Lock 12 Hydro Partners, LLC",62747,Ravenna Hydroelectric Project,IPP Non-CHP,KY,5,,0.5,0.5,0.5,Conventional Hydroelectric,WAT,HY,6,2020,"(V) Under construction, more than 50 percent complete",Estill,37.677484,-83.948550,Map,Map,PJM
61420,ENGIE Storage Services NA LLC,62754,San Diego International Airport BESS,Commercial Non-CHP,CA,BA,,2.0,2.0,2.0,Batteries,MWH,BA,6,2020,"(U) Under construction, less than or equal to 50 percent complete",San Diego,32.733800,-117.193300,Map,Map,CISO
62680,BT Coniglio Solar LLC,62772,Coniglio Solar,IPP Non-CHP,TX,BTCON,,135.0,135.0,135.0,Solar Photovoltaic,SUN,PV,6,2020,"(P) Planned for installation, but regulatory approvals not initiated",Fannin,33.404486,-96.082470,Map,Map,ERCO
62681,"BT Cooke Solar, LLC",62773,Rippey Solar,IPP Non-CHP,TX,BTCOO,,60.0,60.0,60.0,Solar Photovoltaic,SUN,PV,6,2020,"(P) Planned for installation, but regulatory approvals not initiated",Cooke,33.549300,-97.179800,Map,Map,ERCO
62682,BT Kellam Solar LLC,62774,Kellam Solar,IPP Non-CHP,TX,BTKEL,,60.0,60.0,60.0,Solar Photovoltaic,SUN,PV,6,2020,"(P) Planned for installation, but regulatory approvals not initiated",Van Zandt,32.474400,-95.715600,Map,Map,ERCO
9234,Indiana Municipal Power Agency,62776,Crawfordsville Solar Park 4,Electric Utility,IN,SCRA4,,2.3,2.3,1.9,Solar Photovoltaic,SUN,PV,6,2020,"(U) Under construction, less than or equal to 50 percent complete",Montgomery,40.049684,-86.880820,Map,Map,MISO
62685,"10 Briggs Solar NG, LLC",62781,"10 Briggs Solar NG, LLC (East)",IPP Non-CHP,RI,02818,,5.0,5.0,5.0,Solar Photovoltaic,SUN,PV,6,2020,(T) Regulatory approvals received. Not under construction,Kent,41.632690,-71.496250,Map,Map,ISNE
59613,BayWa r.e. Solar Projects LLC,62798,Fern Solar LLC,IPP Non-CHP,NC,FERN,,100.0,100.0,100.0,Solar Photovoltaic,SUN,PV,6,2020,"(P) Planned for installation, but regulatory approvals not initiated",Edgecombe,36.003272,-77.696440,Map,Map,PJM
5248,Dominion Energy Inc,62813,Grasshopper Solar,Electric Utility,VA,GRHS,,80.0,80.0,80.0,Solar Photovoltaic,SUN,PV,6,2020,"(U) Under construction, less than or equal to 50 percent complete",Mecklenburg,36.850000,-78.450000,Map,Map,PJM
56201,Engie North America,62845,ENGIE Long Draw Solar LLC,IPP Non-CHP,TX,SP1,,225.0,225.0,225.0,Solar Photovoltaic,SUN,PV,6,2020,"(U) Under construction, less than or equal to 50 percent complete",Borden,32.741383,-101.621800,Map,Map,ERCO
62821,"Syncarpha Northampton, LLC",62976,Syncarpha Northampton Hybrid,IPP Non-CHP,MA,SYNOB,,2.0,2.0,2.0,Batteries,MWH,BA,6,2020,"(U) Under construction, less than or equal to 50 percent complete",Hampshire,42.290526,-72.709440,Map,Map,ISNE
62824,"Syncarpha Northbridge I, LLC",62977,Syncarpha Northbridge I Hybrid,IPP Non-CHP,MA,SYN1S,,5.0,5.0,5.0,Solar Photovoltaic,SUN,PV,6,2020,"(V) Under construction, more than 50 percent complete",Worcester,42.112390,-71.648260,Map,Map,ISNE
62825,"Syncarpha Northbridge II, LLC",62978,Syncarpha Northbridge II Hybrid,IPP Non-CHP,MA,SYN2S,,5.0,5.0,5.0,Solar Photovoltaic,SUN,PV,6,2020,"(V) Under construction, more than 50 percent complete",Worcester,42.115652,-71.644050,Map,Map,ISNE
62842,"Lightsource Renewable Energy Asset Management, LLC",62990,Whitetail Solar 2,IPP Non-CHP,PA,PAWT2,,20.0,20.0,20.0,Solar Photovoltaic,SUN,PV,6,2020,"(U) Under construction, less than or equal to 50 percent complete",Franklin,39.871000,-77.767000,Map,Map,PJM
62842,"Lightsource Renewable Energy Asset Management, LLC",62991,Whitetail Solar 3,IPP Non-CHP,PA,PAWT3,,20.0,20.0,20.0,Solar Photovoltaic,SUN,PV,6,2020,"(U) Under construction, less than or equal to 50 percent complete",Franklin,39.885000,-77.772000,Map,Map,PJM
62869,Novel Benedix Solar LLC CSG,63010,Novel Benedix Solar CSG,IPP Non-CHP,MN,BNDX,,1.0,1.0,1.0,Solar Photovoltaic,SUN,PV,6,2020,(T) Regulatory approvals received. Not under construction,Dodge,44.111261,-92.746790,Map,Map,MISO
61012,AES Distributed Energy,63047,W. Orange Rd Solar LLC,IPP Non-CHP,MA,HEYES,,5.0,5.0,5.0,Solar Photovoltaic,SUN,PV,6,2020,"(V) Under construction, more than 50 percent complete",Franklin,42.602600,-72.341800,Map,Map,ISNE
3046,Duke Energy Progress - (NC),63064,Asheville-Rock Hill Battery,Electric Utility,NC,ES1,,8.8,8.8,8.8,Batteries,MWH,BA,6,2020,"(U) Under construction, less than or equal to 50 percent complete",Buncombe,35.540120,-82.517380,Map,Map,CPLW
62856,"Forefront Power, LLC",63091,UC Santa Cruz Solar,IPP Non-CHP,CA,246,,2.2,2.2,2.2,Solar Photovoltaic,SUN,PV,6,2020,"(U) Under construction, less than or equal to 50 percent complete",Santa Cruz,36.991100,-122.053200,Map,Map,CISO
62913,"Roundhouse Renewable Energy, LLC",63133,Roundhouse Wind Energy Project,Industrial Non-CHP,WY,82059,,124.0,124.0,124.0,Onshore Wind Turbine,WND,WT,6,2020,"(U) Under construction, less than or equal to 50 percent complete",Laramie,41.095126,-105.107400,Map,Map,WACM
62913,"Roundhouse Renewable Energy, LLC",63133,Roundhouse Wind Energy Project,Industrial Non-CHP,WY,82060,,79.0,79.0,79.0,Onshore Wind Turbine,WND,WT,6,2020,"(U) Under construction, less than or equal to 50 percent complete",Laramie,41.095126,-105.107400,Map,Map,WACM
62913,"Roundhouse Renewable Energy, LLC",63133,Roundhouse Wind Energy Project,Industrial Non-CHP,WY,82061,,23.0,23.0,23.0,Onshore Wind Turbine,WND,WT,6,2020,"(U) Under construction, less than or equal to 50 percent complete",Laramie,41.095126,-105.107400,Map,Map,WACM
60531,Standard Solar,63171,USS Chariot Solar LLC,IPP Non-CHP,MN,CHROT,,1.0,1.0,1.0,Solar Photovoltaic,SUN,PV,6,2020,"(U) Under construction, less than or equal to 50 percent complete",Renville,44.788830,-95.095620,Map,Map,MISO
62981,Aero Haven Solar LLC,63195,Aero Haven Solar,IPP Non-CHP,NJ,ACP3,,5.0,5.0,5.0,Solar Photovoltaic,SUN,PV,6,2020,(T) Regulatory approvals received. Not under construction,Burlington,39.819725,-74.894700,Map,Map,PJM
62985,Pettinos Solar LLC,63197,Pettinos Solar,IPP Non-CHP,NJ,ACP4,,1.2,1.2,1.2,Solar Photovoltaic,SUN,PV,6,2020,(T) Regulatory approvals received. Not under construction,Camden,39.761541,-74.931040,Map,Map,PJM
60531,Standard Solar,63216,USS B&B Solar LLC CSG,IPP Non-CHP,MN,BB,,1.0,1.0,1.0,Solar Photovoltaic,SUN,PV,6,2020,"(U) Under construction, less than or equal to 50 percent complete",Redwood,44.413000,-95.009000,Map,Map,MISO
63019,AGA TAG Solar III LLC,63243,AGA TAG Solar III LLC,IPP Non-CHP,SC,SCAG,,2.0,2.0,2.0,Solar Photovoltaic,SUN,PV,6,2020,(T) Regulatory approvals received. Not under construction,Spartanburg,34.996470,-82.042100,Map,Map,DUK
61060,Cypress Creek Renewables,63273,Wagyu,IPP Non-CHP,TX,1215,,120.0,120.0,120.0,Solar Photovoltaic,SUN,PV,6,2020,"(V) Under construction, more than 50 percent complete",Brazoria,29.242304,-95.658140,Map,Map,ERCO
59496,Allete Clean Energy,63327,"Diamond Spring, LLC",IPP Non-CHP,OK,46001,,303.0,303.0,303.0,Onshore Wind Turbine,WND,WT,6,2020,"(U) Under construction, less than or equal to 50 percent complete",Johnston,34.487369,-96.780460,Map,Map,SWPP
14624,PUD No 2 of Grant County,3888,Wanapum,Electric Utility,WA,4A,,122.0,122.0,122.0,Conventional Hydroelectric,WAT,HY,7,2020,"(P) Planned for installation, but regulatory approvals not initiated",Grant,46.873100,-119.970300,Map,Map,GCPD
58718,Na Pua Makani Power Partners LLC,58837,Na Pua Makani Wind Project,IPP Non-CHP,HI,WT1,,25.0,25.0,25.0,Onshore Wind Turbine,WND,WT,7,2020,"(U) Under construction, less than or equal to 50 percent complete",Honolulu,21.666944,-157.970000,Map,Map,
59685,JPMorgan Chase Bank,59922,South Campus Solar,Commercial Non-CHP,DE,G1789,,1.8,1.8,1.8,Solar Photovoltaic,SUN,PV,7,2020,(T) Regulatory approvals received. Not under construction,New Castle,39.781498,-75.548390,Map,Map,PJM
61668,Strauss Wind LLC,62113,Strauss Wind Farm,IPP Non-CHP,CA,ST-CA,,98.8,98.8,98.8,Onshore Wind Turbine,WND,WT,7,2020,"(P) Planned for installation, but regulatory approvals not initiated",Santa Barbara,34.579835,-120.564300,Map,Map,CISO
61678,RE Rambler LLC,62141,Rambler,IPP Non-CHP,TX,RMBLR,,200.0,200.0,200.0,Solar Photovoltaic,SUN,PV,7,2020,"(U) Under construction, less than or equal to 50 percent complete",Tom Green,31.517000,-100.600000,Map,Map,ERCO
61677,Sol Systems,62594,Ruff Solar LLC,IPP Non-CHP,NC,11625,,22.0,22.0,22.0,Solar Photovoltaic,SUN,PV,7,2020,"(U) Under construction, less than or equal to 50 percent complete",Rutherford,35.320620,-81.763400,Map,Map,DUK
11479,Madison Gas & Electric Co,62731,Middleton Airport Solar,Electric Utility,WI,1,,5.0,5.0,5.0,Solar Photovoltaic,SUN,PV,7,2020,"(U) Under construction, less than or equal to 50 percent complete",Dane,43.116260,-89.532450,Map,Map,MISO
61219,Longroad Energy Services LLC,62755,Prospero Solar,IPP Non-CHP,TX,PROSP,,300.0,300.0,300.0,Solar Photovoltaic,SUN,PV,7,2020,"(V) Under construction, more than 50 percent complete",Andrews,32.287873,-102.840400,Map,Map,ERCO
61219,Longroad Energy Services LLC,62765,El Campo Wind,IPP Non-CHP,TX,CAMPO,,242.8,242.8,242.8,Onshore Wind Turbine,WND,WT,7,2020,"(U) Under construction, less than or equal to 50 percent complete",Knox,33.732181,-99.726390,Map,Map,ERCO
62757,SunEast Hills Solar LLC,62895,SunEast Hills Solar Project,IPP Non-CHP,NY,Q581,,20.0,20.0,20.0,Solar Photovoltaic,SUN,PV,7,2020,"(P) Planned for installation, but regulatory approvals not initiated",Herkimer,43.068296,-74.849230,Map,Map,NYIS
62756,SunEast Watkins Road Solar LLC,62896,SunEast Watkins Road Solar Project,IPP Non-CHP,NY,Q586,,20.0,20.0,20.0,Solar Photovoltaic,SUN,PV,7,2020,"(P) Planned for installation, but regulatory approvals not initiated",Herkimer,43.061270,-75.055840,Map,Map,NYIS
60025,Greenbacker Renewable Energy Corporation,62912,Solar Hagerstown,IPP Non-CHP,MD,137,,10.0,7.5,10.0,Solar Photovoltaic,SUN,PV,7,2020,(L) Regulatory approvals pending. Not under construction,Washington,39.649130,-77.678370,Map,Map,PJM
62826,"Syncarpha Puddon I, LLC",62969,Syncarpha Puddon I Hybrid,IPP Non-CHP,MA,SYP1S,,5.0,5.0,5.0,Solar Photovoltaic,SUN,PV,7,2020,"(U) Under construction, less than or equal to 50 percent complete",Worcester,42.139492,-71.633130,Map,Map,ISNE
62827,"Syncarpha Puddon II, LLC",62970,Syncarpha Puddon II Hybrid,IPP Non-CHP,MA,SYP2B,,4.0,4.0,4.0,Batteries,MWH,BA,7,2020,"(U) Under construction, less than or equal to 50 percent complete",Worcester,42.133867,-71.631050,Map,Map,ISNE
62827,"Syncarpha Puddon II, LLC",62970,Syncarpha Puddon II Hybrid,IPP Non-CHP,MA,SYP2S,,5.0,5.0,5.0,Solar Photovoltaic,SUN,PV,7,2020,"(U) Under construction, less than or equal to 50 percent complete",Worcester,42.133867,-71.631050,Map,Map,ISNE
62819,"Syncarpha Halifax, LLC",62973,Syncarpha Halifax Hybrid,IPP Non-CHP,MA,SYHAS,,1.7,1.7,1.7,Solar Photovoltaic,SUN,PV,7,2020,"(U) Under construction, less than or equal to 50 percent complete",Plymouth,41.983721,-70.856830,Map,Map,ISNE
62868,Novel Peter Solar LLC CSG,63009,Novel Peter Solar CSG,IPP Non-CHP,MN,PETR,,1.0,1.0,1.0,Solar Photovoltaic,SUN,PV,7,2020,(T) Regulatory approvals received. Not under construction,Le Sueur,44.196124,-93.608720,Map,Map,MISO
62875,"Shakespeare Solar, LLC",63014,Shakespeare Solar,IPP Non-CHP,NC,PGR12,,5.0,5.0,5.0,Solar Photovoltaic,SUN,PV,7,2020,"(P) Planned for installation, but regulatory approvals not initiated",Rutherford,35.301923,-81.864020,Map,Map,DUK
61012,AES Distributed Energy,63048,Wilbur Woods Solar LLC,IPP Non-CHP,MA,DESMO,,5.0,5.0,5.0,Solar Photovoltaic,SUN,PV,7,2020,"(U) Under construction, less than or equal to 50 percent complete",Franklin,42.611300,-72.345200,Map,Map,ISNE
62627,Alchemy Renewable Energy,63077,"Twittys Creek Solar, LLC",IPP Non-CHP,VA,VATC,,13.8,13.8,13.8,Solar Photovoltaic,SUN,PV,7,2020,(L) Regulatory approvals pending. Not under construction,Charlotte,37.018427,-78.581270,Map,Map,PJM
62900,Caden Energix Rives Road LLC,63087,Caden Energix Rives Road LLC,IPP Non-CHP,VA,ENX01,,19.7,19.7,19.7,Solar Photovoltaic,SUN,PV,7,2020,(L) Regulatory approvals pending. Not under construction,Prince George,37.177825,-77.337650,Map,Map,PJM
63073,"Chicot Solar, LLC",63295,Chicot Solar,IPP Non-CHP,AR,CHICO,,100.0,100.0,100.0,Solar Photovoltaic,SUN,PV,7,2020,"(U) Under construction, less than or equal to 50 percent complete",Chicot,33.479000,-91.349000,Map,Map,MISO
16534,Sacramento Municipal Util Dist,435,White Rock/Slab Creek,Electric Utility,CA,H3,,2.7,2.7,2.7,Conventional Hydroelectric,WAT,HY,8,2020,"(U) Under construction, less than or equal to 50 percent complete",El Dorado,38.765336,-120.787400,Map,Map,BANC
12303,Merck & Co Inc-West Point,52149,West Point (PA),Industrial CHP,PA,GEN16,,1.3,1.1,1.3,Natural Gas Internal Combustion Engine,NG,IC,8,2020,(T) Regulatory approvals received. Not under construction,Montgomery,40.220453,-75.301650,Map,Map,PJM
20856,Wisconsin Power & Light Co,55641,Riverside Energy Center,Electric Utility,WI,PV1,,2.0,2.0,2.0,Solar Photovoltaic,SUN,PV,8,2020,(T) Regulatory approvals received. Not under construction,Rock,42.583056,-89.035830,Map,Map,MISO
59844,"Blythe Solar III, LLC",60094,"Blythe Solar III, LLC",IPP Non-CHP,CA,BLCK2,,31.2,31.2,31.2,Solar Photovoltaic,SUN,PV,8,2020,"(U) Under construction, less than or equal to 50 percent complete",Riverside,33.656000,-114.742000,Map,Map,CISO
59845,"Blythe Solar IV, LLC",60095,"Blythe Solar IV, LLC",IPP Non-CHP,CA,BLCK2,,31.2,31.2,31.2,Solar Photovoltaic,SUN,PV,8,2020,"(U) Under construction, less than or equal to 50 percent complete",Riverside,33.682000,-114.768000,Map,Map,CISO
61060,Cypress Creek Renewables,60161,Eagle Solar,IPP Non-CHP,NC,PV1,,4.0,4.0,4.0,Solar Photovoltaic,SUN,PV,8,2020,(T) Regulatory approvals received. Not under construction,Warren,36.458327,-78.155090,Map,Map,DUK
61060,Cypress Creek Renewables,60287,Willard Solar,IPP Non-CHP,NC,PV1,,5.0,4.9,4.9,Solar Photovoltaic,SUN,PV,8,2020,(T) Regulatory approvals received. Not under construction,Pender,34.702490,-77.969700,Map,Map,DUK
60018,"NET Power, LLC",60910,NET Power La Porte Station,IPP Non-CHP,TX,NPLPS,,25.5,25.5,25.5,Other Natural Gas,NG,OT,8,2020,"(TS) Construction complete, but not yet in commercial operation",Harris,29.646791,-95.054150,Map,Map,ERCO
